,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3
2026-01-05,4586.31982421875,4622.31982421875,4381.93017578125,4385.919921875,2405300,68.104123285657,186.43861416721734,91.7144399113579
2026-01-12,4840.740234375,4855.60986328125,4567.5498046875,4639.89013671875,2640500,81.01035727204994,196.6007586098706,97.7220641114648
2026-01-19,4990.06982421875,5021.1298828125,4807.1298828125,4829.39990234375,3019800,82.60545793121798,198.34068274888355,97.12251177365533
2026-01-26,5224.35986328125,5321.68017578125,4890.72021484375,4997.5400390625,3078400,91.14835918171099,221.60261056774522,96.46385165290958
2026-02-02,5089.14013671875,5376.919921875,4899.2998046875,5122.6201171875,3692700,74.92124102055581,247.2043612297207,90.48831292843931
2026-02-09,5507.009765625,5583.740234375,5257.52978515625,5299.10009765625,4125100,78.03097728844033,271.94393487237363,89.76960801171073
2026-02-16,5808.52978515625,5809.91015625,5614.97021484375,5642.08984375,2935100,79.39252865250694,275.03958044763624,91.92415611509398
2026-02-23,6244.1298828125,6347.41015625,5775.60986328125,5903.10986328125,7070800,88.731661627466,304.71565169974764,96.86412794672033
2026-03-02,5584.8701171875,6180.4501953125,5059.4501953125,6165.14990234375,5748500,73.57772222846437,392.71205527977287,86.90573472828436
2026-03-09,5487.240234375,5746.35986328125,5096.16015625,5265.3701171875,4709300,64.05540162896926,418.4608204549206,72.34286406594258
2026-03-16,5781.2001953125,5934.35009765625,5448.75,5510.81982421875,6027800,67.63011688816532,425.1747481750536,63.25927763627552
2026-03-23,5438.8701171875,5740.97021484375,5220.10009765625,5580.14990234375,4884500,58.8291125009559,438.7672831231733,55.146241246908005
2026-03-30,5377.2998046875,5574.6201171875,5042.990234375,5181.7998046875,5463100,50.064521194021445,448.053543092106,47.53522798370718
2026-04-06,5858.8701171875,5919.60009765625,5404.91015625,5423.35009765625,5062600,52.421702596816665,457.4782180797704,46.893782056621355
2026-04-13,6191.919921875,6231.02978515625,5730.22998046875,5737.27978515625,4511900,60.39900002516211,461.8103767405434,62.58215280707103
2026-04-20,6475.6298828125,6557.759765625,6176.75,6213.919921875,4305600,61.08893909956979,453.7303156289891,82.97380659376735
2026-04-27,6598.8701171875,6750.27001953125,6529.18994140625,6533.60009765625,3385600,61.817127769945984,435.8212977379652,91.26329982523312
2026-05-04,7498.0,7531.8798828125,6741.6298828125,6782.93017578125,3159300,59.014516511990536,485.5401445266687,94.78297123153288
2026-05-11,7493.18017578125,8046.77978515625,7371.68017578125,7775.31005859375,4226600,70.6398059304634,504.49609101150185,90.44693769777219
2026-05-18,7847.7099609375,7886.64013671875,7053.83984375,7443.2900390625,2649200,72.0711525070045,537.3265112072266,91.19380867036402
2026-05-25,8476.150390625,8476.150390625,7841.009765625,8070.91015625,2543200,70.61576871241269,547.107922586504,91.64755696241558
2026-06-01,8160.58984375,8933.6201171875,8038.10009765625,8485.669921875,2633097,80.59752979787979,581.9491322809786,91.16789480235377
