,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3
2024-11-25,97279.7890625,98935.03125,90770.8125,98033.4453125,419153048682,75.1682861322281,8043.8520665912165,93.67896086156628
2024-12-02,101236.015625,103900.46875,91998.78125,97276.0078125,549005393438,78.60056257548953,8429.635609932095,94.78557513971975
2024-12-09,104298.6953125,105047.5390625,94321.2578125,101237.0625,521429282524,85.04415553083606,8659.300173938886,95.54288133249923
2024-12-16,95104.9375,108268.4453125,92175.1796875,104293.578125,551244500231,75.66710191797146,9402.696719044998,87.91078141373468
2024-12-23,93530.2265625,99884.5703125,92403.1328125,95099.390625,299272588112,69.33444352740304,9210.570797140497,78.48056874027858
2024-12-30,98314.9609375,98956.9140625,91317.1328125,93527.1953125,248821817930,70.05926831788898,9053.491842426447,71.019864051522
2025-01-06,94488.4375,102712.484375,91220.84375,98314.953125,338967010865,63.27435575919913,9297.306720683802,69.51711885785151
2025-01-13,101089.609375,106299.796875,89260.1015625,94488.890625,437782936416,64.12503325721647,10071.545579865424,72.3700153895406
2025-01-20,102682.5,109114.8828125,99471.359375,101083.75,471816874719,63.57483108445264,10028.743365628883,69.57252017617509
2025-01-27,97688.9765625,106418.765625,96216.078125,102680.3046875,362117614322,53.804035616756956,10046.137779065994,61.467736658197
2025-02-03,96500.09375,102514.171875,91242.890625,97681.1015625,388753129798,54.12797265408746,10168.652126159393,48.84006738511241
2025-02-10,96175.03125,98819.46875,94101.203125,96499.4609375,230337481014,44.41309266808725,9623.613476043454,37.91495961037932
2025-02-17,96273.921875,99497.96875,93388.8359375,96179.0078125,210283176728,39.21863229088641,9272.165409689109,35.53928551004979
2025-02-24,94248.3515625,96503.453125,78248.9140625,96277.9609375,424642208809,41.13769471723269,10170.402774970198,40.66277676043908
2025-03-03,80601.0390625,94429.75,80052.484375,94248.421875,351467410238,40.96823210875972,10591.08905997318,31.593749671467208
2025-03-10,82579.6875,85263.2890625,76624.25,80597.1484375,245099235090,34.188337865446954,10395.88406022586,25.92845219160613
2025-03-17,86054.375,87443.265625,81179.9921875,82576.3359375,154637791297,40.57684542374035,9982.622997953275,18.324762789284208
2025-03-24,82334.5234375,88758.7265625,81573.25,86070.9296875,181637739548,29.23928609406424,9702.908354407948,21.6429927760429
2025-03-31,78214.484375,88466.953125,77097.7421875,82336.0625,237449686690,13.25332690223155,9869.538612717153,17.31220382870826
2025-04-07,83684.9765625,86015.1875,74436.6796875,78221.3359375,363220466107,25.665315951343246,10040.435532695437,18.616982929304328
2025-04-14,85174.3046875,86429.3515625,83100.6171875,83694.5234375,155677486406,34.4832703820846,9369.265416925895,27.040424272981948
2025-04-21,93754.84375,95768.390625,85143.8359375,85171.5390625,247116398033,44.639075861862004,9494.794343983305,50.9558714546017
2025-04-28,94315.9765625,97905.8984375,92860.8046875,93755.3046875,179785916926,43.831037381414625,9049.824284584975,68.2109478176696
2025-05-05,104106.359375,104961.765625,93399.859375,94319.5625,346007588371,60.711359698760894,9301.032481126476,86.32835866406731
2025-05-12,106446.0078125,106597.171875,100814.40625,104106.9609375,344395798973,75.32009938134073,8949.205795513828,93.81045496303825
2025-05-19,109035.390625,111970.171875,102112.6875,106430.53125,407490594865,85.88102897683967,9040.033653462446,96.3028546660181
2025-05-26,105652.1015625,110744.2109375,103136.1171875,109023.78125,342628955292,73.51237053338302,8896.839663116201,91.62590546537166
2025-06-02,105793.6484375,106813.578125,100436.8828125,105649.8125,317888289963,68.92235100139327,8644.825228054582,86.297238279062
2025-06-09,105552.0234375,110561.421875,102822.0234375,105793.0234375,360592444302,77.18082819322142,8554.282548999125,83.20367482902942
2025-06-16,100987.140625,108915.375,98286.203125,105555.59375,345832029969,66.20438025007974,8761.771481599211,76.1335105530173
2025-06-23,108385.5703125,108526.3046875,99705.75,100987.4765625,320503132421,68.30303173338454,8767.649802189291,77.16477181274892
2025-06-30,109232.0703125,110541.4609375,105157.3984375,108383.4375,302896897483,69.24657055206512,8429.291071970361,78.08850752036798
2025-07-07,119116.1171875,119449.5703125,107499.5546875,109235.328125,425010937713,71.87321370337676,8781.363527273326,90.3430347303234
2025-07-14,117300.7890625,123091.609375,115765.6875,119115.7890625,607619761231,74.42096978816855,8635.819362045993,87.01545314899083
2025-07-21,119448.4921875,120269.96875,114759.8203125,117306.46875,496322967466,62.237110687581136,8323.252269591394,86.8960518484717
2025-07-28,114217.671875,119819.7890625,111943.8046875,119457.5234375,467817557243,50.93958168604726,8278.525480132255,75.39800421531092
2025-08-04,119306.7578125,119320.7109375,112701.109375,114223.921875,395725770752,60.046825297844435,8112.63308836903,78.09361114575577
2025-08-11,117453.0625,124457.1171875,116864.5703125,119306.8125,520847323413,69.32528673036916,8060.624467032127,74.06829221322802
2025-08-18,113458.4296875,117614.171875,111060.546875,117453.90625,482123824127,59.3406819509905,7909.924520328915,71.98423508274314
2025-08-25,108236.7109375,113637.84375,107444.4453125,113456.8984375,453416228500,57.69533640974437,7738.271912046023,55.225834134137415
2025-09-01,111167.6171875,113357.4921875,107271.1796875,108228.75,369258523185,58.265080440606006,7573.075970841422,41.193909943918314
2025-09-08,115407.65625,116769.3828125,110630.609375,111163.015625,310393050143,58.47728129839403,7429.64571750728,37.650637564306955
2025-09-15,115306.09375,117911.7890625,114461.0625,115399.6328125,292893677815,57.245352605517915,7031.753802006552,41.74604291759504
2025-09-22,112122.640625,115431.3125,108713.3984375,115309.21875,358886641603,45.9392124749026,7000.369828055897,40.7752977543413
2025-09-29,123513.4765625,125559.2109375,111589.953125,112117.875,456130203494,57.91114866423045,7697.258626500307,54.598632269549874
2025-10-06,115169.765625,126198.0703125,104582.4140625,123510.453125,645797975711,55.50167222280645,9089.098388850278,55.341023375766234
2025-10-13,108666.7109375,116020.484375,103598.4296875,115161.6796875,508815465964,45.248231931512414,9422.39401871525,53.40673395269764
2025-10-20,114472.4453125,115260.90625,106778.0,108667.4453125,415030266271,43.47840703134343,9328.445241843725,39.84075761074224
2025-10-27,110639.625,116273.3125,106376.6875,114479.8515625,378401671301,44.666172850584296,9385.263217659352,33.8994950832321
2025-11-03,104719.640625,110764.9140625,98962.0625,110646.90625,528630842986,44.141148135199195,9627.022052143417,33.47056237050845
2025-11-10,94177.078125,107428.2578125,92971.1640625,104723.7734375,530543355033,34.80638243423269,10110.029221929075,18.641712855713592
2025-11-17,86805.0078125,95928.3671875,80659.8125,94180.875,601874776014,26.635541402174226,10625.881768486168,12.754496256008375
2025-11-24,90394.3125,92969.0859375,85272.1953125,86798.7734375,400123670982,26.906686755459262,10332.982654137551,12.833479501730944
2025-12-01,90405.640625,94060.7734375,83862.25,90389.109375,457343640300,26.870918340890242,10319.536732473798,18.757505350783628
2025-12-08,88175.1796875,94601.5703125,87634.9375,90424.5859375,449188954528,24.756863942991473,9984.246340476418,19.76045096239191
2025-12-15,88621.75,90264.5703125,84436.3125,88171.078125,264999230688,27.605256875605576,9568.647487678776,20.087112176497104
2025-12-22,87835.8359375,90501.9296875,86411.796875,88621.3984375,198587430131,34.499895929656844,9020.796020160898,19.669885727546546
2025-12-29,91413.4921875,91712.5859375,86717.9140625,87835.7890625,230621462811,30.064328292029373,8618.183605644808,24.233919370463443
2026-01-05,90827.4609375,94762.0703125,89233.875,91414.625,259512375535,38.129070111578564,8309.184776330327,28.03969390341344
2026-01-12,93634.4296875,97860.6015625,90055.0234375,90825.859375,280085470493,49.33210138082045,8258.824111197295,37.479724427469094
2026-01-19,86572.21875,93660.828125,86003.7109375,93655.671875,273829578138,53.81357368640457,8198.653418827565,38.872178825183006
2026-01-26,76974.4453125,90439.2890625,75698.8984375,86566.5234375,384470316689,57.918958584363025,8852.82713944481,29.53277779760082
2026-02-02,70264.7265625,79258.609375,60074.203125,76968.875,552857565129,44.87358318623604,9885.985050500329,22.36575817891916
2026-02-09,68788.1875,71369.96875,65092.109375,70243.328125,304022005451,48.25319654418034,9525.172482950296,18.595187761742235
2026-02-16,67659.390625,70067.234375,65637.4296875,68782.3984375,216831409086,36.624889544976405,9015.635703405267,23.367928150402992
2026-02-23,65738.1015625,69953.53125,62553.1875,67668.4296875,311478915256,37.03600026329347,8854.10650806474,19.37475848514439
2026-03-02,65969.78125,74051.8046875,65303.13671875,65734.078125,331122778300,38.363670545322684,8843.562654133266,16.888496790863275
2026-03-09,72789.9140625,73927.328125,65858.0078125,65969.5859375,301054621121,38.51214997166407,8766.138419969939,21.414396452868257
2026-03-16,67845.2109375,75988.3984375,67372.875,72798.171875,285450089323,29.217640682311156,8751.076921722944,23.27318644268009
2026-03-23,65954.921875,71985.7421875,64971.70703125,67843.0,255116280552,19.00326468859015,8577.37274517565,23.908762169998482
2026-03-30,68981.8984375,69230.359375,65725.2578125,65958.3515625,218148470636,26.49265726995948,8070.145626908085,22.47001712126509
2026-04-06,70753.40625,73784.234375,67740.5078125,68982.9140625,256329278069,36.820178721575466,7867.503720467276,34.17016322631569
2026-04-13,73856.3515625,78320.6796875,70588.5234375,70757.6171875,296305123061,51.43732063192627,7853.9689734205485,52.22929522955453
2026-04-20,78657.5390625,79468.0,73775.5703125,73854.25,235789607405,61.73653506754557,7637.815044828493,74.18704593961463
2026-04-27,78538.2265625,79488.171875,74958.5703125,78661.015625,217621556382,69.82981437359581,7326.993696595644,87.095237106758
2026-05-04,82138.9296875,82792.2109375,78217.9609375,78540.2890625,251565335439,80.52901853235998,7051.71932693608,95.31110326131072
2026-05-11,77429.3515625,82326.234375,76783.4140625,82139.046875,227382869047,70.45405121595142,6900.829425492471,86.87699291241313
2026-05-18,76981.125,78100.5625,74255.234375,77426.34375,199767215509,61.029438910750166,6595.279295443224,77.87711910444919
2026-05-25,73579.6875,77990.8671875,72435.625,76981.125,201225135404,62.78821171937856,6491.275584648902,61.867017795439416
2026-06-01,62177.26953125,73969.5703125,59108.91796875,73580.2109375,342819801083,61.03415266084903,7328.213260559011,42.8835252571771
