,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3,RET,MOM,VOL,ATR_10_res,MFI_10_res,STOCHk_10_3_3_res,Investor_Sentiment_PC1
2025-12-08,108149.328125,109738.29896981175,106063.80389118457,108943.81354740587,78769475,64.14981408206485,6933.582567427934,77.81112474047762,0.004612485336973116,0.2858501086102515,0.002918270205690906,-1943.2426662639982,-8.637521205691428,1.2258738278782175,-0.42809091591868087
2025-12-15,105567.25,108943.81302916275,101992.06561618063,104574.14322671684,108107073,56.575457107834495,6935.399051983353,81.18081486558457,-0.02387511942760856,0.21303163009907167,0.0028174290399696476,-1059.523185036407,-8.200546069125409,15.854924525144824,0.2107661293584361
2025-12-22,116193.5,116193.5,108546.57735042735,108943.82008547008,91789471,55.763130944777494,7304.484146785018,85.68996123744863,0.1006585849304591,0.13265313225590447,0.003341797554325016,-2287.3677534161743,-7.668694076908828,16.70532917519803,0.43156624006853245
2025-12-29,127614.2265625,127614.2265625,117385.22630107004,118576.9544868677,69885632,55.58627866412754,7716.108388356517,90.84082285152029,0.09829058047567196,0.19623534960087874,0.00387669779827964,-3572.268309987814,-11.500601596089915,16.563097313788816,0.25581885957410233
2026-01-05,138712.890625,144201.53018210432,132425.90349595324,134321.97897931654,205472025,60.14932184003546,8603.227911481299,96.36655463745755,0.08697042924962872,0.28533294931772735,0.004153138790550072,-3844.5834647164156,-13.27791454185543,14.132090068227527,0.024831403712024316
2026-01-12,148592.4375,149191.1981615178,136517.43082605777,140708.75545668235,121801572,73.57218777632163,9010.281853879173,96.00591588396088,0.07122299038312607,0.28424667825795813,0.003996385801058792,-2943.071229958183,0.663345418307415,15.232177719035604,1.1122924458464714
2026-01-19,151785.828125,156675.7068745891,141507.103406476,146895.9493754109,136006446,83.88965735006599,9626.114015302564,93.41155901922549,0.021490936407850603,0.4447719448692997,0.0024174240988454805,893.2994979259947,-6.1563695833242775,-4.736847535782985,-0.8278999436745085
2026-01-26,160168.484375,166255.8847157321,148891.82472741435,154580.05127531153,156086280,92.2713661588897,10399.908612604084,94.17571441610845,0.05522687034455309,0.47341308456251696,0.0021531383928825075,1924.687429790485,-3.4493503117818847,-11.951256443834254,-1.068369165915336
2026-02-02,158272.40625,169050.09847887768,150089.34363177806,155378.39629965322,181014533,93.14889935486961,11255.993236053639,89.3922671941694,-0.011838022519840674,0.553331359893118,0.0019811417908047494,3142.1877910888243,-6.207198087056227,-18.584669801317503,-1.746632154628432
2026-02-09,180825.71875,184019.10892660043,161665.37769039735,168251.74492963575,142978982,93.8058392973266,12705.064180108318,90.68892594711032,0.1424968068304704,0.4813667311979797,0.0027775123670975323,2080.0556897207207,-5.85188188692149,-24.509894211736693,-1.883644414127541
2026-02-16,189707.34375,190505.69133022093,180825.72692004207,180825.72692004207,51263268,93.84199390875534,12402.55502011958,93.25756631455613,0.049117045193550535,0.5452565420112838,0.0027274525514371685,2106.640557324612,-5.9021392289506736,-18.545898099580825,-1.6046370084877097
2026-02-23,216052.8125,222539.3865473441,190106.51631062356,193998.46073903,163283828,100.0,14445.503797842031,96.50487356829227,0.13887426933096791,0.5897611018678612,0.003039117290329695,2528.8643791661398,-8.281661139719631,-29.780344407061193,-2.3842366518326497
2026-03-02,187811.265625,212061.07303566684,171544.93390508767,209067.2696516339,227788743,81.99556634207852,17451.74127754906,86.79393418981851,-0.13071594184870883,0.7525104906264377,0.006002426750831452,-1042.872189542788,-13.261483308236933,-17.593754936537266,-1.8074839853924582
2026-03-09,183120.96875,194397.6278610354,166954.43090940054,173141.62440395096,140914630,73.25768922259977,18450.88684495764,72.5135553401346,-0.024973458644195756,0.5211359638472698,0.006328408399933897,-97.42703343752873,-6.537930299164316,-16.81531555312155,-1.3279939971198378
2026-03-16,198988.125,208568.2955115346,183220.7610330993,184218.69546138417,120360709,72.7564193727037,19150.530836615337,65.28426798956657,0.08664849448050993,0.39787192472740207,0.006216893419755882,921.1308141606678,-3.318221458104233,-23.305955843053397,-1.490577413869981
2026-03-23,179728.0,195994.3320377568,171644.73070516382,190106.51860077734,139936088,63.799604110305886,19969.817182437422,58.68206986060388,-0.0967903235431763,0.3975499899582833,0.007709195988231274,-757.0332814048379,4.725377593005206,-4.012488045284563,0.2765631430236992
2026-03-30,185815.390625,193200.10539742213,166655.0495938507,170646.78730867346,152128669,54.467403438189564,20627.341044550823,56.64159493267342,0.03387001816634028,0.2295366760319809,0.007508217732593504,594.1115743189912,1.6383039934908794,-2.7108158848838215,-0.06278354201790338
2026-04-06,206000.0,214500.0,190100.0,190900.0,147940282,55.36258377904218,21433.067877595742,58.158101883575476,0.10862722031317196,0.2419157577904706,0.008155679970309854,-753.750402700105,-0.9325926094035566,-9.248950081868209,-0.4356270138156302
2026-04-13,216000.0,218000.0,198200.0,198200.0,106947487,54.31618781853539,21269.761089836167,72.18810627990489,0.04854368932038833,0.29531610775908945,0.008128517494517259,-793.7230223098923,-3.1279573249408443,5.584743347554408,0.1015697014702336
2026-04-20,219500.0,229500.0,213000.0,214500.0,104835504,53.97894824965406,20792.78498085255,83.50555052004914,0.01620370370370372,0.35569781959931845,0.007958294318283985,-1016.2340493460542,-7.511608863631899,13.257693434364214,0.13746373640356271
2026-04-27,220500.0,230000.0,218500.0,220000.0,83840595,55.50584563446935,19863.506482767294,86.11602661054492,0.004555808656036442,0.22940471647255178,0.006689592368362111,2037.9043368918683,1.5533708249793108,27.635739827973836,1.2251019794901623
2026-05-04,268500.0,277000.0,224000.0,228000.0,153299379,56.31764024973936,23527.155834490564,87.12915235811236,0.217687074829932,0.1848434799350377,0.010211716390300192,-4077.3771454876114,5.80671177506553,19.952107739636787,1.8837379021998504
2026-05-11,270500.0,299500.0,262000.0,284500.0,190172616,72.74325679456041,24924.44025104151,85.15655804395668,0.007448789571694592,0.26365628543400177,0.009093502985283417,941.80678706248,24.260020347921582,29.897653050153735,3.3043650364316086
