Date,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3,RET,MOM,VOL,ATR_10_res,MFI_10_res,STOCHk_10_3_3_res,Investor_Sentiment_PC1
2025-11-17,94146.5234375,102190.68841475474,93848.59140130537,99112.057374077,103334007,64.03531092196243,6784.223809974503,61.62766377932897,-0.02469132605099922,0.35904657480493596,0.0029699705445623403,-2489.0848379642066,-13.11892640215001,-19.722031246759116,-1.6851527434836147
2025-11-24,99807.234375,104772.76842350747,95536.87509328358,97125.84598880597,99001482,64.8914676988995,7168.4259275777995,59.792059525187824,0.06012660617529764,0.24946315244398698,0.0027558029266008593,-1444.937614280564,-8.370449695879898,-19.588588854208,-1.426089001427417
2025-12-01,107652.78125,107652.78125,99211.37312615314,101296.89748616236,70939656,64.24748322307701,7295.724147204706,67.03603755144492,0.07860699601716625,0.2446029040498654,0.002873026865298876,-1694.9188825693618,-9.322332741869843,-13.56851485230736,-1.1849555590310636
2025-12-08,108149.3359375,109738.30689709596,106063.8115530303,108943.82141729798,78769475,64.14981539721732,6933.6012668908015,77.81116059403409,0.00461255790825188,0.28585011317028375,0.0029182706685681047,-1948.8831709587803,-8.355856454383783,1.2259085638085736,-0.37303503039925334
2025-12-15,105567.25,108943.81302916275,101992.06561618063,104574.14322671684,108107073,56.57545806572467,6935.415881499934,81.18085760953217,-0.02387518994099236,0.21303170723038267,0.0028174302241311556,-1067.3892717453455,-7.843636292663042,15.854977964410566,0.2605303800374661
2025-12-22,116193.4921875,116193.4921875,108546.57005208333,108943.81276041667,91789471,55.763132023050076,7304.498512099941,85.68999517719635,0.10065851092550004,0.13265305083120849,0.0033417969357959418,-2292.7091759517843,-7.3232299049202965,16.705378933427525,0.4874263841492942
2025-12-29,127614.2265625,127614.2265625,117385.22630107004,118576.9544868677,69885632,55.58627974302572,7716.1220983899475,90.840835676904,0.09829065432141837,0.19623536392887497,0.003876698758706717,-3575.9581412485695,-11.262010246934189,16.56310394413444,0.320433184805988
2026-01-05,138712.890625,144201.53018210432,132425.90349595324,134321.97897931654,205472025,60.14932289340233,8603.240250511386,96.36655463745755,0.08697042924962872,0.2853329563980529,0.004153140026122598,-3846.6698801116636,-13.13867564334845,14.132095617962065,0.08786585792820913
2026-01-12,148592.4375,149191.1981615178,136517.43082605777,140708.75545668235,121801572,73.57218830156901,9010.29295900625,96.00591588396088,0.07122299038312607,0.2842466853382837,0.003996387038798373,-2945.7782222245187,0.8225832878293602,15.232184088588511,1.1401673520441333
2026-01-19,151785.828125,156675.7068745891,141507.103406476,146895.9493754109,136006446,83.88965733952344,9626.124009916934,93.41155901922549,0.021490936407850603,0.44477202512847813,0.0024174233949398453,890.4954031190737,-5.956034501337598,-4.736853152855943,-0.8033295676428428
2026-01-26,160168.484375,166255.8847157321,148891.82472741435,154580.05127531153,156086280,92.2713661543371,10399.917607757016,94.17571441610842,0.05522687034455309,0.473413165396248,0.002153137591608617,1923.0595576588275,-3.251348448466814,-11.951264664316355,-1.0551506687426868
2026-02-02,158272.40625,169050.09847887768,150089.34363177806,155378.39629965322,181014533,93.14889935129216,11256.001331691277,89.39226719416939,-0.011838022519840674,0.5533313617918003,0.0019811421375849477,3139.9836327200683,-6.044389086774004,-18.58466101338965,-1.7368508008380958
2026-02-09,180825.71875,184019.10892660043,161665.37769039735,168251.74492963575,142978982,93.80583929440232,12705.071466182193,90.68892594711032,0.1424968068304704,0.481366733096662,0.0027775127110341883,2081.6347038553686,-5.741027563037548,-24.50989467292814,-1.8699224338580585
2026-02-16,189707.34375,190505.69133022093,180825.72692004207,180825.72692004207,51263268,93.84199388543585,12402.561577586066,93.25756631455613,0.049117045193550535,0.5452565439099661,0.002727452896391862,2106.7545340297947,-5.82112683534578,-18.54589238509078,-1.5949449075764761
2026-02-23,216052.8125,222539.3865473441,190106.51631062356,193998.46073903,163283828,100.0,14445.50969956187,96.50487368973275,0.13887426933096791,0.5897610311952648,0.0030391185251203005,2532.5945840549157,-8.285825677119021,-29.780332608575762,-2.37626472748528
2026-03-02,187811.265625,212061.07303566684,171544.93390508767,209067.2696516339,227788743,81.99556634207852,17451.746589096918,86.79393431125902,-0.13071594184870883,0.7525104904672251,0.006002426714453858,-1040.4990263316795,-13.655329937038374,-17.593734048406418,-1.7977643704695665
2026-03-09,183120.96875,194397.6278610354,166954.43090940054,173141.62440395096,140914630,73.25768922259977,18450.891625350712,72.5135554615751,-0.024973458644195756,0.5211360376930162,0.006328409185430086,-96.0200339053772,-6.795760280158902,-16.81530814175275,-1.3288287479381409
2026-03-16,198988.125,208568.2955115346,183220.7610330993,184218.69546138417,120360709,72.7564193727037,19150.535138969102,65.28426798956657,0.08664849448050993,0.39787192472740207,0.006216893419755874,923.2537087987257,-3.4843091223291935,-23.305950428585092,-1.496482796654858
2026-03-23,179728.0,195994.3320377568,171644.73070516382,190106.51860077734,139936088,63.799604110305886,19969.82105455581,58.68206986060388,-0.0967903235431763,0.3975499899582833,0.007709195988231267,-758.4143884341393,4.43915194897901,-4.012469516966867,0.25038573381304263
2026-03-30,185815.390625,193200.10539742213,166655.0495938507,170646.78730867346,152128669,54.467403438189564,20627.344529457372,56.64159493267341,0.03387001816634028,0.2295366760319809,0.007508217732593497,593.0585619996018,1.4861501985298418,-2.710806737168234,-0.08166670401422318
2026-04-06,206000.0,214500.0,190100.0,190900.0,147940282,55.36258377904218,21433.071014011635,58.158101883575476,0.10862722031317196,0.2419157577904706,0.008155679970309847,-751.8332747880486,-1.1756015622731866,-9.248944856692908,-0.4450316709077079
2026-04-13,216000.0,218000.0,198200.0,198200.0,106947487,54.31618781853539,21269.763912610473,72.18810627990489,0.04854368932038833,0.29531610775908945,0.008128517494517252,-792.5186128257446,-3.4007424553976406,5.584752620448512,0.09053968298034491
2026-04-20,219500.0,229500.0,213000.0,214500.0,104835504,53.97894824965406,20792.787521349426,83.50555052004914,0.01620370370370372,0.35569781959931845,0.007958294318283978,-1014.9990264524895,-7.810212959585762,13.257704900424073,0.1331643566920291
2026-04-27,220500.0,230000.0,218500.0,220000.0,83840595,55.50584563446935,19863.508769214484,86.11602661054492,0.004555808656036442,0.22940471647255178,0.006689592368362106,2035.178318998518,1.4913603161811224,27.635749933183895,1.1945650881386587
2026-05-04,268500.0,277000.0,224000.0,228000.0,153299379,56.31764024973936,23527.157892293035,87.12915235811236,0.217687074829932,0.1848434799350377,0.010211716390300185,-4071.3320909297327,5.377709930445697,19.952108006556458,1.8594931120048268
2026-05-11,270500.0,299500.0,262000.0,284500.0,190172616,72.74325679456041,24924.44210306373,85.15655804395668,0.007448789571694592,0.26365628543400177,0.009093502985283412,942.3109720521825,23.920961855483313,29.897665757978857,3.2095550179872196
